News agancy,Tweet,Month,day,year
FoxNews,Where is Mike Williams? Mother hopes for break in 16-year-old cold case  https://t.co/o3GQj7maZ3 by @CristinaCorbin https://t.co/saTtR1MdVr,Aug,17,2016
FoxNews,.@kimguilfoyle on @realDonaldTrump's 'Law and Order' speech: I thought it was well-executed. #TheFive https://t.co/WlaaAYU1zA,Aug,17,2016
FoxNews,'Brady Bunch' star Eve Plumb makes millions with sale of Malibu home  https://t.co/GrO2g2BTSp via @Fox411 https://t.co/YK4gWfsR9k,Aug,17,2016
FoxNews,News Alert: @SenSanders pushing for a public option as Aetna plans to exit 11 ObamaCare exchanges. https://t.co/eRkoF8J5cE,Aug,17,2016
FoxNews,.@LouiseMensch: The burkini &amp; the burka &amp; the full face niqab are grossly offensive garments. https://t.co/yZ7rBiz7I5,Aug,17,2016
FoxNews,"Germans find no evidence suspect planning attack, no bomb  https://t.co/BabD0skeqh",Aug,17,2016
FoxNews,.@timkaine: The people who pay a little more in taxes will do a lot better. https://t.co/lpajU1SGO7,Aug,17,2016
FoxNews,Another mental exam ordered for Oklahoma beheading suspect https://t.co/gx3djIGorU https://t.co/A1EMnllyHC,Aug,17,2016
FoxNews,"Tonight 7p ET, @greta gets an inside look at @realDonaldTrump's roundtable on national security from Rudy Giuliani. https://t.co/O4OA2ewyJB",Aug,17,2016
FoxNews,News Alert: FBI sends heavily redacted @HillaryClinton interview documents to Congress. https://t.co/OeI0xU1V1c,Aug,17,2016
FoxNews,Authorities investigating after 6 children shocked on amusement park ride https://t.co/fxzYCRNfBw https://t.co/ZwOKuUZ1O8,Aug,17,2016
MSNBC,Gary Johnson: Good chances we'll make debates https://t.co/985rJQWHxO https://t.co/wwCHy05aXZ,Aug,17,2016
FoxNews,News Alert: @realDonaldTrump in NYC for first classified FBI briefing. https://t.co/89qUDUQSx8,Aug,17,2016
FoxNews,Bill Cosby and lawyer Monique Pressley cut ties https://t.co/a31Kck3Y4z https://t.co/RwO7Cro6NU,Aug,17,2016
FoxNews,RT @fxnopinion: Clinton's hands-off approach to #ISIS mimics Obama's failing strategy   via @RichardGrenell    https://t.co/jcSNBxX0Wl,Aug,17,2016
FoxNews,More than 500 evacuated in ferry fire near Puerto Rico https://t.co/8ATISULoge https://t.co/eL2oiSsGXL,Aug,17,2016
MSNBC,Rush Limbaugh to Donald Trump: Stop blaming the media https://t.co/9DbmD7YyF0 https://t.co/4ddJFJLHEI,Aug,17,2016
FoxNews,Teen accused in face-biting slayings claimed superpowers   https://t.co/ZdDzcq3sfI,Aug,17,2016
FoxNews,Study shows millennial men today are weaker than their dads 30-years ago https://t.co/R7aZrnHQH7 https://t.co/3Q7eWmRxe0,Aug,17,2016
FoxNews,Road-tripping 91-year-old hopes her travels inspire end-of-life conversations https://t.co/EreOL3Spl4 https://t.co/NIMfqMbd52,Aug,17,2016
FoxNews,"NASA is going to an asteroid, and it wants your help  https://t.co/B3OqfIxOmP via @fxnscitech https://t.co/WyIBn7PLsu",Aug,17,2016
MSNBC,Who will play Trump during Clinton's debate practice? @allinwithchris examines: https://t.co/XEkxLSObBH #inners https://t.co/ZAaB3fqhUb,Aug,17,2016
FoxNews,RT @fxnopinion: Air Force officer faces investigation over Bible on his desk   via @toddstarnes    https://t.co/Fypw2UjBJY,Aug,17,2016
FoxNews,"Police ID 85-year-old man doused with gasoline, set afire  https://t.co/q656bhDFdP",Aug,17,2016
MSNBC,Donald Trump makes diversity pitch in mainly white town: https://t.co/WIFBRZoCu1 @TheLastWord https://t.co/jXTwptWKhE,Aug,17,2016
MSNBC,"RT @NBCNightlyNews: New York City fines Donald Trump $10,000 for improper use of public space during campaign events in Trump Tower public…",Aug,17,2016
MSNBC,RT @amjoyshow: TONIGHT &amp; FOR THE REST OF THE WEEK!  @JoyAnnReid hosts @allinwithchris - 8 PM ET  Don't miss it #reiders! https://t.co/iKtAD…,Aug,17,2016
FoxNews,"Hackers snatch, post NSA cyber tools https://t.co/GzfqhXa5nZ https://t.co/aURfeJNV1B",Aug,17,2016
MSNBC,Judge orders Ryan Lochte and Jimmy Feigen to stay in Brazil during robbery probe: https://t.co/1jxsBVqzyi https://t.co/X83lvrC6j4,Aug,17,2016
FoxNews,Watch this sneak peek of @seanhannity's town hall with @realDonaldTrump that airs tonight at 10p ET! https://t.co/AcPv5uNIPt,Aug,17,2016
MSNBC,"RT @albamonica: HRC on the RNC in Cleveland last month: Donald Trump saying we never win anymore. Well, tell that to the Cavaliers!",Aug,17,2016
MSNBC,RT @NBCNews: WATCH LIVE: Hillary Clinton speaks about her tax plan at a rally in Cleveland https://t.co/W8YKsLmTE0 https://t.co/vnwD41WrGO,Aug,17,2016
FoxNews,That time a girl vomited in Usain Bolt's car...  https://t.co/UDcYRLXoy2 https://t.co/avGd1BPOo5,Aug,17,2016
MSNBC,"It would take 6,000,000 Olympic pools to hold the rain from the deadly Louisiana floods: https://t.co/T5CBgy0BRT https://t.co/uManzKnf4n",Aug,17,2016
FoxNews,Trump camp puts out call for polling site ‘observers’ amid ‘rigging’ charge https://t.co/J826uAzq26 https://t.co/EzK5eqwDlG,Aug,17,2016
FoxNews,Weird science! Piranhas found in Michigan; heat wave makes roaches fly   @dianafalzone  https://t.co/CB61a31WLm https://t.co/mgWx3gKehD,Aug,17,2016
FoxNews,"FLAG FLAP: Old Glory yanked from NY fire trucks, called 'liability' https://t.co/LE0u3gBRH2",Aug,17,2016
FoxNews,"RT @AlanColmes: NY @realdonaldtrump chair @CarlPaladino goes after Khans,says polls/media wrong-Trump is winning https://t.co/G44R37DwYu @F…",Aug,17,2016
FoxNews,Carl Paladino: Khizr Khan is a terrorist sympathizer   @AlanColmes @CarlPaladino https://t.co/FDUDVgRzxH https://t.co/8vFYsX5vvr,Aug,17,2016
MSNBC,"RT @kailanikm: Tim Kaine learns about industrial technology programs this AM at Kirkwood Community College in Cedar Rapids, IA. https://t.c…",Aug,17,2016
MSNBC,RT @NBCOUT: Will 2016 Be a 'Watershed' for #LGBTQ Women in Politics? https://t.co/0Jjr9jfm3c https://t.co/3n8dEE6cEf,Aug,17,2016
FoxNews,RT @foxnewspolitics: Trump recruiting 'election observers' to scout for fraud  https://t.co/tlQaLy7yLP via @josephweber19 https://t.co/VEal…,Aug,17,2016
FoxNews,'SANCTUARY' BACKFIRE? Program to deport criminal Illegal immigrants falls flat https://t.co/V7sGx3rpAT,Aug,17,2016
MSNBC,Poll: Hillary Clinton climbs ahead of Donald Trump in Florida https://t.co/WNqbmOXsmc https://t.co/x1bEv6EL5q,Aug,17,2016
MSNBC,Don't miss a moment of #Rio2016! Tune in to MSNBC today from 11 a.m. - 5 p.m. ET: https://t.co/RfRfPB2NDt #Olympics https://t.co/mdAPvVKEYI,Aug,17,2016
FoxNews,Taylor Swift donated $1M to flood relief. Is she being nice or trying to fix her image? https://t.co/NLttDMEkTU https://t.co/s71vNH6U0g,Aug,17,2016
FoxNews,New #Trump campaign manager Kellyanne Conway says @PaulManafort will stay on as chairman. https://t.co/FfvtehQeE9,Aug,17,2016
FoxNews,We'll never have the money and we'll never have the manpower that #HillaryClinton has. -Kellyanne Conway https://t.co/zLIenXzs6x,Aug,17,2016
MSNBC,Trump is set to receive his first classified intelligence briefing today. What goes into it? https://t.co/wfZOXuuSSu https://t.co/oeIC1Qjwo4,Aug,17,2016
FoxNews,Some are calling it a 'shake up' and it really is not. -Kellyanne Conway on her new role as Trump campaign manager https://t.co/u2cqmZjDub,Aug,17,2016
FoxNews,“We want to deny #HillaryClinton the Oval Office.” - New Trump campaign manager Kellyanne Conway https://t.co/t3q9isKzPL,Aug,17,2016
FoxNews,Watch Now: New Trump campaign manager Kellyanne Conway joins @AmericaNewsroom. https://t.co/kGlmpFEtWn,Aug,17,2016
FoxNews,.@realDonaldTrump said @HillaryClinton sees communities of color “only as votes.” https://t.co/WTJZ5yVTkX,Aug,17,2016
FoxNews,'Distracting' American flags ordered removed from town's fire trucks https://t.co/XnwN5revg1,Aug,17,2016
MSNBC,What does Donald Trump's latest campaign shake-up mean? @chucktodd examines: https://t.co/RFXWUMFW3L https://t.co/hZLrJvBvdu,Aug,17,2016
FoxNews,TRUMP SHAKE-UP: WILL IT WORK? New campaign team brought in as ad blitz planned in battleground states https://t.co/YyYGu2QQoS,Aug,17,2016
FoxNews,"RT @foxnewspolitics: Trump shakes up campaign, prepares to roll out long-awaited ads https://t.co/tJwUsCso2k #FNPolitics https://t.co/9wUB2…",Aug,17,2016
FoxNews,"More than 82,000 people were forced to evacuate as a Southern #California wildfire grows https://t.co/tvZIt51szq https://t.co/RzTzaedlgS",Aug,17,2016
MSNBC,Donald Trump shakes up his campaign's leadership amid flagging poll numbers: https://t.co/GKfZHypIoc https://t.co/lcFTJtQ99F,Aug,17,2016
FoxNews,"'DIRTY, EVIL' ACTIONS: Good Samaritan killed after helping teens in SUV crash https://t.co/ngpOnv30hK",Aug,17,2016
FoxNews,Cop who shot and killed Milwaukee man now receiving death threats https://t.co/PgPtmskLWS,Aug,17,2016
MSNBC,Tim Kaine launches blistering attack on Donald Trump's military policy https://t.co/qHKRUSqqAS https://t.co/A4deDJdXv3,Aug,17,2016
MSNBC,RT @Morning_Joe: What are 3 federal depts. the Libertarian presidential ticket would eliminate? Here are Johnson-Weld's answers.  https://t…,Aug,17,2016
MSNBC,"RT @Morning_Joe: New Florida poll: Clinton 48%, Trump 39%... @JoeNBC: Trump needs 'a wave nationally to get those races closer' https://t.c…",Aug,17,2016
FoxNews,"More than 82,000 told to leave homes as Southern California wildfire grows https://t.co/tvZIt51szq https://t.co/uDdTfLasvG",Aug,17,2016
MSNBC,19 notable thoughts from Donald Trump https://t.co/HBNfcnk0Eo https://t.co/CRzgG6BriM,Aug,17,2016
FoxNews,RT @foxandfriends: Ellen DeGeneres slammed for 'racist' meme https://t.co/DpkGtdLYre,Aug,17,2016
FoxNews,RT @foxandfriends: Cleric Anjem Choudary found guilty of inciting support for ISIS https://t.co/FiDGnCFuSF,Aug,17,2016
FoxNews,RT @foxandfriends: Ex-Red Sox pitcher Curt Schilling weighs run against Sen. Elizabeth Warren https://t.co/2rQuZJKHDq,Aug,17,2016
FoxNews,RT @foxandfriends: Donald Trump says Clinton's email scandal is unthinkable and is worried about her getting classified info https://t.co/a…,Aug,17,2016
FoxNews,RT @foxandfriends: Donald Trump talks about why he is bringing Lt Gen Michael Flynn into classified briefing today https://t.co/Ozt8ZAQ7OA,Aug,17,2016
FoxNews,RT @foxandfriends: Donald Trump: The response from the American people has been amazing (via @ainsleyearhardt) https://t.co/Hcd1L8k7xq,Aug,17,2016
MSNBC,RT @Morning_Joe: .@JoeNBC on Trump campaign overhaul: I'm hearing that Trump understands now that he's got to shift  https://t.co/BbZcdgnTPr,Aug,17,2016
MSNBC,RT @Morning_Joe: Meet Trump campaign's new leadership https://t.co/1UEzulmUR1,Aug,17,2016
MSNBC,"RT @NBCNews: MORE: Founder of conservative Breitbart News, Steve Bannon, will join the Trump campaign as CEO https://t.co/7YvlCraoqL",Aug,17,2016
MSNBC,"RT @NBCNews: BREAKING: Trump shakes up leadership amid flagging poll numbers, appoints Kellyanne Conway campaign manager https://t.co/7YvlC…",Aug,17,2016
MSNBC,FBI sends Hillary Clinton interview notes to congress https://t.co/jRRNUo1bDO https://t.co/8htEQskHWC,Aug,17,2016
FoxNews,State Department sought land deal with Nigerian firm tied to Clinton Foundation https://t.co/rrCaMtgvpR via @JamesRosenFNC,Aug,17,2016
FoxNews,RT @foxandfriends: COMING UP! @realDonaldTrump  @cvpayne  @KennedyNation @SteveHiltonx  @FrankLuntz @MeganMeany Rudy Giuliani https://t.co/…,Aug,17,2016
FoxNews,RT @foxandfriends: U.S. continues to dominate the Olympics: https://t.co/zGxNxcFoYw,Aug,17,2016
FoxNews,Milwaukee police officer target of online threats following shooting https://t.co/vTEWfbyZWY,Aug,17,2016
FoxNews,Malaysia oil tanker believed to have been hijacked near Indonesia https://t.co/h3OlGzNAs3,Aug,17,2016
FoxNews,Baltimore mom seen smacking son during riot seeks help after fire destroys home https://t.co/F6M4rJ950C https://t.co/XFeUfJnwGh,Aug,17,2016
FoxNews,Ellen DeGeneres accused of racism over Usain Bolt tweet https://t.co/BvmxkewW3p https://t.co/yo6mgobWzx,Aug,17,2016
MSNBC,"RT @alivitali: Trump campaign reshuffles w/ @KellyannePolls as campaign mgr, Stephen Bannon as CEO. Manafort still on as Chairman. https://…",Aug,17,2016
MSNBC,Trump vows return to 'law and order' in speech appealing directly to African Americans https://t.co/JzTA683y7a https://t.co/wwbxAyo8lF,Aug,17,2016
MSNBC,Trump scheduled to receive first classified intel briefing  Wednesday https://t.co/PHL3xX75LZ https://t.co/lkLoC9hVYj,Aug,16,2016
MSNBC,Hillary Clinton prepping for Lewinsky attacks https://t.co/KtyYTh6PuD https://t.co/ENC6U3kcUp,Aug,16,2016
MSNBC,"LIVE: Donald Trump holds campaign event in West Bend, Wisconsin https://t.co/QxJR9FudTj https://t.co/nbJyafgRMD",Aug,16,2016
MSNBC,Donald Trump has had presidential ambitions for a very long time. @Maddow discusses the fascinating flashback. https://t.co/0hGdCQdqsn,Aug,16,2016
MSNBC,North Carolina asks Supreme Court to block voter ID ruling https://t.co/CNhQXLywUX https://t.co/nNsuYrDJ57,Aug,16,2016
MSNBC,Does Donald Trump actually want to win? https://t.co/YLdSykHNKu https://t.co/JhiPpOKTgU,Aug,16,2016
MSNBC,Poll: Trump leads Clinton among military households https://t.co/Y7WSrCfzci https://t.co/yKv4bDLnGh,Aug,16,2016
MSNBC,Trump chairman’s pro-Putin past remains murky https://t.co/yPmLPQqnmN https://t.co/1PZxjVkjXY,Aug,16,2016
MSNBC,"WATCH LIVE: Mike Pence holds campaign event in Albuquerque, New Mexico https://t.co/GVyDA6xM7C https://t.co/Lae0MslmgX",Aug,16,2016
MSNBC,RT @AriMelber: I'm guest hosting @allinwithchris at 8pm ET tonight...  New reports on debate prep &amp; I'll interview a Trump aide about his f…,Aug,16,2016
MSNBC,Who has a nuclear football? More people than you think https://t.co/uOrsmBKr1k https://t.co/dJBqHs49EZ,Aug,16,2016
MSNBC,Gary Johnson needs 15% in the polls to get onto the debate stage...can he do it?  https://t.co/eXxIH6X0Ve https://t.co/VdCCROwqXy,Aug,16,2016
MSNBC,.@Lexi is an Olympic golfer. She's also a #GlobalCitizen honoring our heroes. Join her at https://t.co/lXIMO7XUll. https://t.co/S8cKOa8PW9,Aug,16,2016
MSNBC,Hillary Clinton seeks to run up the vote in Philadelphia. @HallieJackson reports: https://t.co/3ZoQLepnb2 https://t.co/G8NQr6l8S7,Aug,16,2016
MSNBC,Official: Donald Trump to receive classified intelligence briefing https://t.co/erh71KptFC https://t.co/pwcx3CKucZ,Aug,16,2016
MSNBC,"WATCH LIVE: Democratic VP nominee Tim Kaine addresses voters in Fayetteville, North Carolina https://t.co/NKz014haQI https://t.co/gJUenMZMrh",Aug,16,2016
MSNBC,Why is Donald Trump talking about Hillary Clinton's medical records? @SRuhle examines: https://t.co/v6N0JTSDJE https://t.co/72G8S0kP40,Aug,16,2016
MSNBC,Senator to Donald Trump: Release your tax returns https://t.co/SgLGhbEgrm https://t.co/QxssaxDh2u,Aug,16,2016
MSNBC,Fact-checking Donald Trump's anti-terrorism speech: https://t.co/nSbp8PAKYF https://t.co/hl2YYbdl1s,Aug,16,2016
MSNBC,Our coverage of #Rio2016 continues today from 12-5 p.m. ET! Tune in to MSNBC: https://t.co/RfRfPB2NDt  #Olympics https://t.co/AGW5TCqIiT,Aug,16,2016
MSNBC,Trump goes after Bush and Cheney for Iraq War: What was the purpose of this whole thing? https://t.co/htXEfFfuPW,Aug,16,2016
MSNBC,JUST IN: North Carolina asks Supreme Court to block voter ID ruling. @PeteWilliamsNBC reports: https://t.co/J02uPj9asx,Aug,16,2016
MSNBC,Biden rips into Trump's foreign policy qualifications: This guy's shame has no limits https://t.co/ZqvnnfVirg https://t.co/Pwiqol03DG,Aug,16,2016
MSNBC,Clinton superPAC suspends ads in three battleground states as candidate polls strong: https://t.co/xRjIP7t2YH https://t.co/e8IlhffCHN,Aug,16,2016
MSNBC,Giuliani: There were no successful terrorist attacks in the U.S. prior to President Obama https://t.co/OKwDg1dfWn https://t.co/acV0WjHeWP,Aug,16,2016
MSNBC,RT @Morning_Joe: Joining us tomorrow... Libertarian presidential candidate Gary Johnson #morningjoe https://t.co/BiQ3j388tQ,Aug,16,2016
MSNBC,RT @Morning_Joe: NBC News/WSJ poll: Which candidate cares about people like me? https://t.co/8RJ6N8IJVe,Aug,16,2016
MSNBC,RT @Morning_Joe: New Virginia poll: Clinton has a solid lead over Trump https://t.co/EsPedf1oHH,Aug,16,2016
MSNBC,.@NBCNews poll: Hillary Clinton leads Donald Trump by 9 points https://t.co/0ANRCZpMIj https://t.co/ZuIG3oXcTu,Aug,16,2016
MSNBC,RT @Morning_Joe: NBC News/Survey Monkey poll: 11% say Clinton is honest and trustworthy https://t.co/xPgnEbN042,Aug,16,2016
MSNBC,RT @Morning_Joe: NBC News/Survey Monkey poll: 17% say Trump has the personality and temperament to serve as President https://t.co/AOOIT0JQ…,Aug,16,2016
MSNBC,RT @Morning_Joe: New NBC News/Survey Monkey poll: 2016's 4-way race https://t.co/v9CxLviUyZ,Aug,16,2016
MSNBC,Analysis: Making sense of Donald Trump's disjointed foreign policy pitch https://t.co/BwIWq3aHUC https://t.co/VAi0sgVWvI,Aug,16,2016
MSNBC,RT @Morning_Joe: Trump's take on foreign affairs: Then... and now.  https://t.co/MM8I9W4Erk,Aug,16,2016
MSNBC,RT @Morning_Joe: Giuliani omits 9/11 attack during speech... @JoeNBC: Everybody is twisting in the wind for Donald Trump. https://t.co/0FlI…,Aug,16,2016
MSNBC,"RT @Morning_Joe: .@JoeNBC on Trump's foreign policy speech: Was there was a coherent message? Adm. @stavridisj: Unfortunately, no.  https:/…",Aug,16,2016
MSNBC,Fifteen Gitmo detainees released to UAE https://t.co/Kl9CRNQngi https://t.co/OqOkGekkGx,Aug,16,2016
MSNBC,RT @Morning_Joe: Clinton Super-PAC going dark in swing states... @JoeNBC: Trump doesn't have field operations out there https://t.co/nUW6ii…,Aug,16,2016
MSNBC,"RT @Morning_Joe: .@JoeNBC on battleground map: What blue state does Donald Trump have a shot at? He's down in PA, VA, NC, NH https://t.co/6…",Aug,16,2016
MSNBC,"RT @Morning_Joe: New NBC News/Survey Monkey poll: Clinton 50%, Trump 41% https://t.co/jhrRBrwrIP",Aug,16,2016
MSNBC,Trump's campaign chief denies report of receiving off-the-books cash payments from Ukraine  https://t.co/v2m2kP7VU2 https://t.co/2waneSPOAU,Aug,16,2016
MSNBC,VP nominee @timkaine rocked his harmonica to 'Wagon Wheel' in the 'Land of the Pines' https://t.co/UE6keYCLWE https://t.co/Rbn3bCavdf,Aug,16,2016
MSNBC,Fifteen Guantanamo Bay detainees released to United Arab Emirates https://t.co/Kl9CRNQngi https://t.co/HzXUJBa98a,Aug,15,2016
MSNBC,Latest battleground polling more bad news for Donald Trump: https://t.co/QI2nTmsDBv https://t.co/2FRgEhhmrd,Aug,15,2016
MSNBC,Trump campaign chairman Paul Manafort facing questions over ties to pro-Russian politicians https://t.co/qvru1PKxIt https://t.co/lNYRyrukkn,Aug,15,2016
MSNBC,Clinton surges in new battleground map https://t.co/PHC37KGGBd https://t.co/HvpXbTfISE,Aug,15,2016
MSNBC,"RT @TheLastWord: .@realDonaldTrump had a lot of thoughts at a weekend rally in CT, so @alivitali made a list: https://t.co/PNoHNidIxS https…",Aug,15,2016
MSNBC,Trump poll-watching plan stirs voter intimidation fears https://t.co/B5cjNRA5e1 https://t.co/15BQVH3kfz,Aug,15,2016
MSNBC,11 dead after airstrikes hit Doctors Without Borders hospital in Yemen https://t.co/TPyOg22a73 https://t.co/OCgllpCc1y,Aug,15,2016
MSNBC,"RT @hardball: Trump proposes an ideological screening process for immigrants, like the ones used during the cold war. https://t.co/Gy3u0vnW…",Aug,15,2016
MSNBC,Trump: I think we can find common ground with Russia https://t.co/GgsbdfOZ2U https://t.co/anwPwgwkrb,Aug,15,2016
MSNBC,"LIVE: Tim Kaine holds campaign event in Asheville, North Carolina https://t.co/AoB8ibp5Qw https://t.co/wP7wPXT797",Aug,15,2016
MSNBC,Mayor declares curfew after second night of Milwaukee unrest https://t.co/39xA929oHr https://t.co/4ZpOhBU0Qv,Aug,15,2016
MSNBC,LIVE: John McCain holds a campaign event in Phoenix https://t.co/YCO2QOFDFt https://t.co/95bDXQpWTt,Aug,15,2016
MSNBC,Questions arise over Clinton foundation donor's access to State Department intel https://t.co/IDMm5LIrc0 https://t.co/Jfz6nYbikT,Aug,15,2016
MSNBC,RT @SteveKornacki: Sitting in for @MTPDaily in 5 minutes,Aug,15,2016
MSNBC,"Outside the pool, @WaterPoloTony is a #GlobalCitizen stopping animal cruelty. Join him at https://t.co/lXIMO7XUll! https://t.co/ZBKniqVQ2i",Aug,15,2016
MSNBC,Trump calls for extreme vetting to screen hostile attitudes https://t.co/NLcKJcSGr0 https://t.co/iLKdoV1qcq,Aug,15,2016
MSNBC,Reagan's son says Donald Trump shouldn't be in the presidential race: He is an absurdity https://t.co/L5zi4aXKAy https://t.co/ZvpUPZoCT3,Aug,15,2016
MSNBC,"In foreign policy speech, Trump proposes “extreme vetting” process for allowing people into U.S.  https://t.co/xxXQIT4Bha",Aug,15,2016
MSNBC,WATCH LIVE: Republican nominee Donald Trump makes remarks on national security https://t.co/pnTm5rT6HO https://t.co/uacx33hmsE,Aug,15,2016
MSNBC,Here's what to expect from Donald Trump's anti-terror speech: https://t.co/6Zj8fCmntJ https://t.co/tPjnpnhSca,Aug,15,2016
MSNBC,VP Biden on Trump: “He would’ve loved Stalin.” https://t.co/YmqxgQO4vz,Aug,15,2016
MSNBC,VP Biden says Donald Trump is not qualified to know the nuclear codes: “He can’t be trusted.” https://t.co/TBsd9xagFl,Aug,15,2016
MSNBC,“It will change their lives”: VP Joe Biden addresses the impact a Clinton presidency would have on girls  https://t.co/VZWoPgSXFP,Aug,15,2016
MSNBC,"At Scranton rally, Hillary Clinton says “Friends should not let friends vote for Trump.” https://t.co/fXC51hFCrb  https://t.co/CY2RzmjYrG",Aug,15,2016
MSNBC,Poll: Trump behind Hillary Clinton by 30 points in home state of New York https://t.co/qf82EFIjDl via @Morning_Joe https://t.co/NTfthKp1j3,Aug,15,2016
MSNBC,Our coverage of #Rio2016 continues today from 12-5 p.m. ET! Tune in to MSNBC: https://t.co/RfRfPB2NDt #Olympics https://t.co/k9cdk9iIvI,Aug,15,2016
MSNBC,"JUST IN: Airstrike hits Doctors Without Borders hospital in Yemen, according to reports  https://t.co/INaVCPN5Mc",Aug,15,2016
MSNBC,At least one shot amid second night of unrest in Milwaukee: https://t.co/IP4fBqgFJt https://t.co/nAfiMYlrzQ,Aug,15,2016
MSNBC,"At least 20,000 rescued after historic flooding rocks Louisiana. Here's the latest: https://t.co/NYRp8tJahw https://t.co/oY2PRUOPDl",Aug,15,2016
MSNBC,Hillary Clinton surges past 270 electoral votes in NBC News battleground map: https://t.co/u8GKSmGue7 https://t.co/HI3lVuLQmM,Aug,15,2016
MSNBC,Olympic cheers may have triggered emergency response at JFK airport: https://t.co/ZYthkXHasR https://t.co/dQKd443rAQ,Aug,15,2016
MSNBC,Michael Phelps announces retirement: This time I mean it https://t.co/FQDlkWsplQ https://t.co/bbzAGB5KJE,Aug,15,2016
MSNBC,One person shot in second night of unrest in Milwaukee after fatal police shooting https://t.co/ZjxR2MsLxS https://t.co/rqNVmW7UpJ,Aug,15,2016
MSNBC,Blindness doesn't stop student from envisioning dreams of college https://t.co/nitVh8RU1C https://t.co/1uvmD2CyWm,Aug,14,2016
MSNBC,Data expert suggests Trump's own tweets are written by other people https://t.co/bnnBMdVgR5 https://t.co/KdaN9zHa8m,Aug,14,2016
MSNBC,RT @NBCNews: WATCH: Ryan Lochte recounts being robbed at gunpoint with his teammates in Rio. https://t.co/pXZNabPeFN https://t.co/62SlTOgoxP,Aug,14,2016
MSNBC,Battling pollution in Rio is a long-term project that starts with the youth: https://t.co/3QklVeD1n2 https://t.co/vXj2d62nXZ,Aug,14,2016
MSNBC,WATCH: Olympian Ryan Lochte describes gunpoint robbery in Rio   https://t.co/J9m3v8o853 https://t.co/tH1hsWMsx4,Aug,14,2016
MSNBC,The DOJ's assessment on how Baltimore police handled sexual assault cases: https://t.co/Drl0ro459N,Aug,14,2016
MSNBC,Eight paralyzed patients regain feeling and some movement with the help of virtual reality https://t.co/sFPXWkcctv https://t.co/2fj6am2t4o,Aug,14,2016
MSNBC,"RT @NBCNews: MORE: Ryan Lochte: The guy pulled out his gun, he cocked it, put it to my forehead. https://t.co/pXZNabxDOf https://t.co/vqt…",Aug,14,2016
MSNBC,Can Libertarian nominee Gary Johnson break through in the presidential race? https://t.co/wA1x4SjfZL,Aug,14,2016
MSNBC,"JUST IN: U.S. swimmer Ryan Lochte robbed at gunpoint in Brazil, NBC News confirms https://t.co/J9m3v8o853 https://t.co/BZHkx3U2Yd",Aug,14,2016
MSNBC,Keep up with our #Olympics coverage today from 12-5 p.m. ET! Tune in to MSNBC: https://t.co/RfRfPB2NDt   #Rio2016 https://t.co/CUqz7UadYc,Aug,14,2016
MSNBC,Take a look at the technology synchronized swimmers use to perfect their routines: https://t.co/Rz95OKoVND #Rio2016 https://t.co/d8NLPQsciN,Aug,14,2016
MSNBC,#BlackLivesMatter goes global: https://t.co/JprC1q1JTx https://t.co/HemgbDAgVt,Aug,14,2016
MSNBC,4 takeaways from the latest battleground polls https://t.co/96fvtvSW3Q #Decision2016 https://t.co/xqpqMc3y1o,Aug,14,2016
MSNBC,Republican VP candidate Mike Pence says he'll release his tax returns soon https://t.co/PfrBzimen5 https://t.co/wmTAZFPB2a,Aug,13,2016
MSNBC,How much does it cost to go for gold? It's a major investment: https://t.co/6d72BUyugk https://t.co/0chLpCt3Fy,Aug,13,2016
MSNBC,Tim Kaine to Trump: 'Even Richard Nixon released his tax returns' https://t.co/QY30Nb2GFi https://t.co/uRCDkVbHZm,Aug,13,2016
MSNBC,"LGBT teens at increased risk for suicide, bullying and violence: https://t.co/IHl1MDoNyZ https://t.co/YHqrim1IC4",Aug,13,2016
MSNBC,How competing in #Rio2016 was easier than returning home for these refugee athletes: https://t.co/QstVUfpWWB https://t.co/nhLvr4W483,Aug,13,2016
MSNBC,Donald Trump solicits election observers to beat 'rigged election' https://t.co/cGRhK33yCk https://t.co/KajPLxm2gb,Aug,13,2016
MSNBC,Key groups helping Clinton do 'extra well' in swing states: https://t.co/sIs0nG3pox https://t.co/ezuTUooudS,Aug,13,2016
MSNBC,Jailhouse fight with Dylann Roof leads to fame and future for Dwayne Stafford https://t.co/li2DvPjmlS https://t.co/KvMYYPkDh9,Aug,13,2016
MSNBC,Meet the Republicans opposing GOP nominee Donald Trump: https://t.co/NLUxlSPJT0 https://t.co/JhAAjHzDBL,Aug,13,2016
MSNBC,WATCH LIVE:  @timkaine campaigns in New Hampshire:   https://t.co/7uZQg1NO6L https://t.co/3sAQhO7bk9,Aug,13,2016
MSNBC,Some GOP candidates still surviving Trump's slump https://t.co/dBmSuQAVmd https://t.co/12bKpob1Of,Aug,13,2016
MSNBC,Clinton poll lead puts her in good company: https://t.co/es9wxn8e0r https://t.co/LMtENDmTMV,Aug,13,2016
MSNBC,Don't miss a moment of the #Olympics! Tune in to MSNBC from 12-6:30 p.m. ET: https://t.co/RfRfPB2NDt #Rio2016 https://t.co/afbJpgd3xT,Aug,13,2016
MSNBC,Polls: 2% of African Americans would vote Trump: https://t.co/1e3jwB7cqA https://t.co/oyun3usYCZ,Aug,13,2016
MSNBC,A Chinese couple got married while dangling 590 feet in the air: https://t.co/kZGw98fwPY https://t.co/uAtkE11xK6,Aug,13,2016
